,Round Identifier,FA Code,CRM Status,SOSV participated?,Link to Docs,Investors,General Notes,Deal Currency (Symbol),"Total Fundraising 
(In Deal Currency) ","SOSV Total 
(In Deal Currency)","SOSV IV/V 
(In Deal Currency)","SOSV Decarb
(In Deal Currency)","IBNY Sidecar 
(In Deal Currency) ","Genesis Consortium 
(In Deal Currency) ","Select Fund 
(In Deal Currency) ",External Funding (In Deal Currency) ,"Total Fundraising 
($USD)","SOSV Total 
($USD)","SOSV III / IV / V 
($USD)","SOSV Decarb 
($USD)",IBNY Sidecar ($USD),"Genesis Consortium 
($USD)","Select Fund 
($USD)","External Funding 
($USD)",Round,Security Name,SOSV Category,Date of Closing,Date of Starting IBNY,Funding before/after starting IBNY,Months before/after Program Start,Raising in program?,Program,Batch,"a. Pre-Money Valuation 
(in Deal Currency)","a. Pre-Money Valuation
($USD)","b. Post-Money Valuation 
(in Deal Currency)","b. Post-Money Valuation 
($USD)","c. Pre-Money Valuation Cap 
(in Deal Currency)","c. Pre-Money Valuation Cap 
($USD) ","d. Post-Money Valuation Cap 
(in Deal Currency)","d. Post-Money Valuation Cap
($USD)",Discount (%),Interest (%),Path to NY,Equity or Notes
Scindo,IBNY01200245821,IBNY012002,Added,Yes,LINK,"kadmos Capital; Clay Ventures; SOSV V (first close); PINC, Farvatn, and  Synbioven in second close",,GBP,"3,575,353.60","37,535.60","37,535.60",$0.00,$0.00,$0.00,$0.00,"3,537,818.00","$4,117,587.00","$51,169.00","$51,169.00",$0.00,$0.00,$0.00,$0.00,"$4,066,418.00",Series A,SPA,Follow-on,6/13/2025,#N/A,#N/A,#N/A,#N/A,IndieBio NY,1,,,,,"11,400,000.00",,,,,,Never in New York,Equity
